Project_ID,Project_Name,Sector,Lead_Contractor,Target_Budget_USD,Final_Cost_USD,Planned_Start,Planned_Duration_Days,Actual_End
PROJ-1938,Site Phase 1 Development,Commercial,Apex Build,3051818,3792249.569189287,2023-05-28,539,2025-01-04
PROJ-1939,Site Phase 9 Development,COMMERCIAL,Summit Const,5468400,9301318.652932417,2023-01-08,400,2024-06-23
PROJ-1940,Site Phase 6 Development,Residential,Apex Construction Inc,4121904,4440094.785472125,2023-07-20,316,2024-06-11
PROJ-1941,Site Phase 2 Development,Infrastructure,Apex Build,2387462,2909089.2819494125,2024-06-04,259,2025-03-29
PROJ-1942,Site Phase 8 Development,Residential,Summit Const,1797645,2886996.3838575142,2022-09-16,123,2023-02-08
PROJ-1943,Site Phase 9 Development,Residential,Apex Construction Inc,5060180,5303307.059361021,2023-10-18,503,2025-05-08
PROJ-1944,Site Phase 9 Development,Infrastructure,Summit Const,3697160,6549025.669609445,2023-04-16,340,2024-09-24
PROJ-1945,Site Phase 2 Development,Infrastructure,Apex Construction Inc,3555216,5224154.438979035,2024-08-10,336,2025-08-09
PROJ-1946,Site Phase 2 Development,Residential,Apex Construction Inc,2511012,3533413.802598839,2024-08-28,358,2025-10-20
PROJ-1947,Site Phase 7 Development,Infrastructure,Apex Build,2021470,2577821.4719063034,2022-01-12,230,2022-09-19
PROJ-1948,Site Phase 4 Development,Commercial,Vertex Infra,5119389,5940499.913812513,2022-11-26,363,2024-01-11
PROJ-1949,Site Phase 1 Development,Infrastructure,Apex Construction Inc,6134740,7029857.873111827,2024-01-06,505,2025-06-29
PROJ-1950,Site Phase 8 Development,Infrastructure,Apex Construction Inc,2361710,5992520.863480799,2024-02-23,185,2025-02-11
PROJ-1951,Site Phase 2 Development,Residential,Apex Build,2327024,3161937.3826664123,2024-08-25,316,2025-08-24
PROJ-1952,Site Phase 3 Development,Commercial,Vertex Infra,4038372,4943542.821506996,2022-12-24,468,2024-05-02
PROJ-1953,Site Phase 5 Development,res,Delta Partners,1397632,1555613.3169107682,2024-08-29,128,2025-01-26
PROJ-1954,Site Phase 3 Development,res,Delta Partners,4173925,3896606.214601846,2023-02-12,391,2024-03-20
PROJ-1955,Site Phase 7 Development,COMMERCIAL,Vertex Infra,1636896,2606973.1837477386,2023-10-30,118,2024-03-14
PROJ-1956,Site Phase 7 Development,Infrastructure,Summit Const,6226330,6980003.261600614,2023-01-08,535,2024-07-12
PROJ-1957,Site Phase 2 Development,Infrastructure,Apex Build,3927957,5740368.792424773,2022-01-08,407,2023-05-18
PROJ-1958,Site Phase 7 Development,Commercial,Vertex Infra,1873406,2003231.1506464214,2022-05-02,334,2023-05-17
PROJ-1959,Site Phase 6 Development,res,Delta Partners,4205500,5863998.541449261,2022-12-14,325,2023-12-14
PROJ-1960,Site Phase 9 Development,COMMERCIAL,Apex Construction Inc,2429284,3609813.52946867,2023-11-07,274,2024-08-31
PROJ-1961,Site Phase 9 Development,Commercial,Delta Partners,1938931,2921970.8589114537,2022-03-31,361,2023-07-02
PROJ-1962,Site Phase 2 Development,Infrastructure,Apex Construction Inc,6346942,6967523.788814844,2023-10-10,529,2025-06-04
PROJ-1963,Site Phase 7 Development,res,Apex Build,1824875,2286845.650426571,2023-11-29,325,2024-11-05
PROJ-1964,Site Phase 5 Development,COMMERCIAL,Apex Construction Inc,3906808,5991281.284436744,2022-11-12,328,2023-12-09
PROJ-1965,Site Phase 6 Development,Residential,Vertex Infra,5130660,6328234.300630625,2022-06-27,466,2023-11-30
PROJ-1966,Site Phase 1 Development,res,Apex Construction Inc,2574815,3595819.689376601,2023-06-24,355,2024-06-28
PROJ-1967,Site Phase 7 Development,COMMERCIAL,Summit Const,5000826,6670476.822704422,2024-01-02,503,2025-07-03
PROJ-1968,Site Phase 6 Development,Commercial,Vertex Infra,2920272,4305323.618662624,2024-05-18,498,2025-11-13
PROJ-1969,Site Phase 4 Development,Residential,Apex Build,2808064,3554584.322070205,2022-02-10,448,2023-05-24
PROJ-1970,Site Phase 1 Development,COMMERCIAL,Vertex Infra,5342766,6890972.605559224,2024-01-10,429,2025-08-05
PROJ-1971,Site Phase 9 Development,COMMERCIAL,Summit Const,6680528,8491694.790068964,2023-12-05,478,2025-07-03
PROJ-1972,Site Phase 4 Development,Infrastructure,Apex Build,1473934,1992554.6627713235,2024-07-11,154,2025-02-04
PROJ-1973,Site Phase 2 Development,res,Delta Partners,2720914,4211705.109262158,2023-05-17,266,2024-03-16
PROJ-1974,Site Phase 8 Development,Infrastructure,Summit Const,665804,1213689.801295848,2024-08-16,92,2024-12-25
PROJ-1975,Site Phase 2 Development,Residential,Apex Build,4689972,6524601.452144357,2022-05-25,518,2023-12-28
PROJ-1976,Site Phase 5 Development,COMMERCIAL,Apex Construction Inc,1370985,1695815.97455386,2022-07-20,231,2023-04-18
PROJ-1977,Site Phase 6 Development,Infrastructure,Vertex Infra,5298210,5425489.471857632,2024-07-17,465,2025-11-09
PROJ-1978,Site Phase 8 Development,res,Apex Build,3184077,4778505.591413434,2023-12-25,247,2024-10-10
PROJ-1979,Site Phase 1 Development,Residential,Vertex Infra,2199225,3003252.983327913,2023-04-06,413,2024-08-14
PROJ-1980,Site Phase 1 Development,Commercial,Apex Construction Inc,3460610,4086953.441460913,2024-01-02,235,2024-10-02
PROJ-1981,Site Phase 4 Development,Infrastructure,Apex Build,6834090,8458360.586848805,2024-01-22,535,2025-07-23
PROJ-1982,Site Phase 5 Development,Residential,Delta Partners,3384902,3783269.9972013272,2024-07-13,382,2025-10-20
PROJ-1983,Site Phase 9 Development,Commercial,Summit Const,1690370,1997499.745774047,2024-06-27,242,2025-03-23
PROJ-1984,Site Phase 7 Development,Infrastructure,Apex Build,5174572,6173578.4112564875,2023-07-12,521,2025-01-10
PROJ-1985,Site Phase 7 Development,Residential,Apex Construction Inc,2708046,2815289.70430912,2023-07-01,282,2024-04-27
PROJ-1986,Site Phase 8 Development,Residential,Apex Build,4091228,6097020.471266487,2022-09-10,526,2024-03-26
PROJ-1987,Site Phase 5 Development,Infrastructure,Vertex Infra,2342844,,2023-01-25,162,
PROJ-1988,Site Phase 5 Development,Residential,Apex Build,6750016,7075670.79111099,2023-08-17,488,2025-01-28
PROJ-1989,Site Phase 1 Development,COMMERCIAL,Delta Partners,5025076,5212829.0914369095,2024-06-01,394,2025-07-14
PROJ-1990,Site Phase 9 Development,Infrastructure,Apex Build,4230348,6588447.193127773,2022-09-13,466,2024-03-31
PROJ-1991,Site Phase 6 Development,Residential,Summit Const,2756911,,2023-12-10,433,
PROJ-1992,Site Phase 9 Development,Commercial,Apex Build,2070618,3496952.866604141,2024-03-25,229,2025-02-15
PROJ-1993,Site Phase 3 Development,Commercial,Vertex Infra,2090700,2020842.1493511514,2024-07-09,276,2025-04-28
PROJ-1994,Site Phase 5 Development,COMMERCIAL,Apex Build,4490028,,2023-03-26,382,
PROJ-1995,Site Phase 2 Development,Infrastructure,Delta Partners,987150,2549511.6952384994,2022-01-10,150,2022-12-21
PROJ-1996,Site Phase 5 Development,Residential,Apex Construction Inc,3604776,5447426.15164395,2024-04-03,516,2025-11-20
PROJ-1997,Site Phase 8 Development,Residential,Apex Build,3395560,4656150.510901344,2024-03-08,469,2025-06-30
PROJ-1998,Site Phase 2 Development,Commercial,Apex Build,2573242,2478224.923961658,2022-08-30,287,2023-06-19
PROJ-1999,Site Phase 8 Development,COMMERCIAL,Summit Const,4839936,,2022-09-08,384,
