Project_ID,Project_Name,Sector,Lead_Contractor,Target_Budget_USD,Final_Cost_USD,Planned_Start,Planned_Duration_Days,Actual_End,Actual_Duration_Days,Cost_Variance,Schedule_Variance,CPI,Is_Over_Budget
PROJ-1657,Site Phase 2 Development,RESIDENTIAL,Apex Build,5689548,7382423.881277055,2022-08-06,417,2023-12-16,497,-1692875.8812770545,-80,0.7706883391550512,1
PROJ-1658,Site Phase 2 Development,RESIDENTIAL,Apex Build,1868867,3023022.7673405646,2023-04-19,143,2023-11-14,209,-1154155.7673405646,-66,0.6182113546052097,1
PROJ-1659,Site Phase 2 Development,COMMERCIAL,Vertex Infra,2250066,2541382.1361210044,2023-03-08,338,2024-04-26,415,-291316.13612100435,-77,0.8853709829857977,1
PROJ-1660,Site Phase 1 Development,RESIDENTIAL,Summit Const,2473448,2713530.3287808807,2022-12-07,328,2023-11-19,347,-240082.32878088066,-19,0.9115239928463437,1
PROJ-1661,Site Phase 1 Development,RESIDENTIAL,Apex Build,3740634,5737402.728971661,2023-07-05,318,2024-06-23,354,-1996768.728971661,-36,0.6519734062089187,1
PROJ-1662,Site Phase 7 Development,INFRASTRUCTURE,Delta Partners,1259700,2190204.955860137,2023-09-04,156,2024-03-19,197,-930504.955860137,-41,0.5751516526476358,1
PROJ-1663,Site Phase 5 Development,INFRASTRUCTURE,Summit Const,1142960,1300298.2572479122,2022-10-16,140,2023-03-13,148,-157338.25724791223,-8,0.8789983325972308,1
PROJ-1664,Site Phase 3 Development,RESIDENTIAL,Delta Partners,1311858,1377934.817251728,2022-09-11,186,2023-04-11,212,-66076.81725172792,-26,0.9520464854908615,1
PROJ-1665,Site Phase 1 Development,COMMERCIAL,Delta Partners,2439699,3401218.1376185813,2024-01-04,181,2024-09-15,255,-961519.1376185813,-74,0.717301537650918,1
PROJ-1666,Site Phase 6 Development,RESIDENTIAL,Delta Partners,3790161,4248580.561881313,2022-12-23,353,2023-12-19,361,-458419.5618813131,-8,0.8921005368253343,1
PROJ-1667,Site Phase 1 Development,COMMERCIAL,Apex Build,4166019,6265535.353454151,2022-01-23,507,2023-08-01,555,-2099516.353454151,-48,0.6649103013525092,1
PROJ-1670,Site Phase 1 Development,COMMERCIAL,Vertex Infra,992439,1064847.3083282528,2024-01-28,177,2024-08-14,199,-72408.30832825275,-22,0.9320012289443361,1
PROJ-1672,Site Phase 6 Development,RESIDENTIAL,Apex Build,2550028,3305445.6959942183,2022-04-10,377,2023-07-02,448,-755417.6959942183,-71,0.7714626814442334,1
PROJ-1673,Site Phase 6 Development,RESIDENTIAL,Delta Partners,3013153,6757142.455209999,2024-03-12,209,2025-03-11,364,-3743989.4552099993,-155,0.4459211893152779,1
PROJ-1674,Site Phase 5 Development,COMMERCIAL,Vertex Infra,5640957,6738633.218274132,2022-06-29,391,2023-09-08,436,-1097676.2182741323,-45,0.8371069944425222,1
PROJ-1675,Site Phase 4 Development,RESIDENTIAL,Summit Const,6954069,8786327.231478192,2022-08-11,489,2024-01-02,509,-1832258.231478192,-20,0.7914648312990344,1
PROJ-1676,Site Phase 4 Development,RESIDENTIAL,Apex Build,1948434,2315034.4409851846,2024-06-24,254,2025-04-23,303,-366600.4409851846,-49,0.8416436341097481,1
PROJ-1677,Site Phase 3 Development,COMMERCIAL,Apex Build,3121649,3440889.1746167424,2024-02-01,271,2024-12-04,307,-319240.1746167424,-36,0.9072216051095862,1
PROJ-1678,Site Phase 8 Development,COMMERCIAL,Vertex Infra,4364494,7189789.52991121,2023-10-21,487,2025-05-29,586,-2825295.52991121,-99,0.6070405791216393,1
PROJ-1679,Site Phase 7 Development,RESIDENTIAL,Apex Build,2551224,3677774.396480763,2023-03-18,312,2024-02-12,331,-1126550.3964807629,-19,0.693686921753887,1
PROJ-1680,Site Phase 9 Development,INFRASTRUCTURE,Summit Const,3488800,5133382.797141549,2023-08-31,400,2024-11-11,438,-1644582.7971415492,-38,0.6796298148547754,1
PROJ-1681,Site Phase 1 Development,RESIDENTIAL,Vertex Infra,5161026,6499125.986363249,2024-02-08,521,2025-08-02,541,-1338099.986363249,-20,0.7941107790230704,1
PROJ-1682,Site Phase 7 Development,COMMERCIAL,Delta Partners,1177248,1919111.5844487129,2022-11-21,96,2023-03-21,120,-741863.5844487129,-24,0.6134338459210428,1
PROJ-1683,Site Phase 4 Development,COMMERCIAL,Summit Const,4212626,4613263.502790059,2023-05-31,419,2024-10-03,491,-400637.50279005896,-72,0.9131552961265367,1
PROJ-1684,Site Phase 7 Development,RESIDENTIAL,Apex Build,5162784,6011702.568462832,2022-01-16,352,2023-02-04,384,-848918.5684628319,-32,0.8587889938340884,1
PROJ-1685,Site Phase 1 Development,INFRASTRUCTURE,Vertex Infra,1452000,1688003.3154310654,2024-03-02,250,2024-12-02,275,-236003.3154310654,-25,0.8601878839492698,1
PROJ-1686,Site Phase 5 Development,COMMERCIAL,Apex Build,3400800,4780063.54837149,2022-12-02,240,2023-09-05,277,-1379263.54837149,-37,0.7114549766098008,1
PROJ-1687,Site Phase 3 Development,COMMERCIAL,Apex Build,996150,1333028.691336897,2024-01-29,174,2024-09-01,216,-336878.69133689697,-42,0.7472832403936928,1
PROJ-1689,Site Phase 4 Development,INFRASTRUCTURE,Apex Build,1249416,2316396.317489826,2023-05-12,201,2024-03-18,311,-1066980.3174898261,-110,0.5393792031900377,1
PROJ-1690,Site Phase 2 Development,COMMERCIAL,Apex Build,4253970,7181656.420823673,2024-09-14,470,2026-05-14,607,-2927686.420823673,-137,0.5923382783483405,1
PROJ-1691,Site Phase 4 Development,RESIDENTIAL,Delta Partners,3540924,4483704.066438916,2024-06-14,492,2026-01-06,571,-942780.0664389161,-79,0.7897318706879559,1
PROJ-1692,Site Phase 3 Development,COMMERCIAL,Delta Partners,975750,1161413.2984345234,2022-06-09,125,2022-11-10,154,-185663.2984345234,-29,0.8401401992858355,1
PROJ-1693,Site Phase 1 Development,COMMERCIAL,Summit Const,5224780,6038993.436213619,2023-04-20,374,2024-06-26,433,-814213.4362136191,-59,0.8651739822515652,1
PROJ-1694,Site Phase 8 Development,RESIDENTIAL,Apex Build,1654244,1879932.8711138568,2024-05-01,277,2025-03-06,309,-225688.8711138568,-32,0.8799484414674145,1
PROJ-1695,Site Phase 5 Development,RESIDENTIAL,Apex Build,1818414,2244196.255892342,2023-10-26,171,2024-05-14,201,-425782.25589234196,-30,0.8102740547871373,1
PROJ-1696,Site Phase 4 Development,RESIDENTIAL,Vertex Infra,1135953,2790147.0941594183,2024-06-26,91,2024-12-26,183,-1654194.0941594183,-92,0.4071301482197397,1
PROJ-1697,Site Phase 5 Development,RESIDENTIAL,Apex Build,3376302,4172872.06347237,2023-11-21,474,2025-03-23,488,-796570.0634723702,-14,0.8091074800866239,1
PROJ-1698,Site Phase 4 Development,RESIDENTIAL,Summit Const,5405680,8777340.029207414,2023-11-06,392,2025-03-30,510,-3371660.029207414,-118,0.6158676754018982,1
PROJ-1699,Site Phase 3 Development,COMMERCIAL,Apex Build,1494064,1796208.7483836273,2023-01-15,286,2023-11-29,318,-302144.7483836273,-32,0.8317875087427776,1
PROJ-1700,Site Phase 5 Development,RESIDENTIAL,Vertex Infra,6917776,10107072.171548871,2023-06-29,493,2024-12-29,549,-3189296.1715488713,-56,0.6844490553330912,1
PROJ-1701,Site Phase 4 Development,RESIDENTIAL,Apex Build,681400,1126607.8991570163,2024-07-17,100,2024-12-29,165,-445207.8991570163,-65,0.6048244473608406,1
PROJ-1702,Site Phase 1 Development,COMMERCIAL,Summit Const,1972238,3068829.9611626053,2024-08-14,323,2025-10-31,443,-1096591.9611626053,-120,0.6426677349216283,1
PROJ-1703,Site Phase 3 Development,RESIDENTIAL,Summit Const,2433900,3531710.652432246,2023-11-22,475,2025-05-05,530,-1097810.6524322461,-55,0.6891561171138986,1
PROJ-1704,Site Phase 8 Development,RESIDENTIAL,Apex Build,2341864,2735005.025041532,2023-03-03,284,2024-02-01,335,-393141.0250415318,-51,0.85625583081495,1
PROJ-1705,Site Phase 7 Development,COMMERCIAL,Summit Const,1649648,1681330.8034136745,2023-09-05,208,2024-04-14,222,-31682.803413674468,-14,0.9811561155310141,1
PROJ-1706,Site Phase 2 Development,RESIDENTIAL,Vertex Infra,3865935,5658090.077753635,2022-09-25,485,2024-03-07,529,-1792155.0777536351,-44,0.6832579451500791,1
PROJ-1707,Site Phase 1 Development,RESIDENTIAL,Summit Const,764853,999956.339998155,2024-04-14,109,2024-08-25,133,-235103.33999815502,-24,0.7648863949414143,1
PROJ-1708,Site Phase 3 Development,COMMERCIAL,Delta Partners,4345250,6398728.877154719,2023-07-31,350,2024-09-18,415,-2053478.877154719,-65,0.6790801866154663,1
PROJ-1709,Site Phase 5 Development,RESIDENTIAL,Vertex Infra,2832530,2855876.539030209,2023-02-21,382,2024-04-18,422,-23346.539030209184,-40,0.9918250881257853,1
PROJ-1710,Site Phase 1 Development,COMMERCIAL,Apex Build,4137056,5705115.749223302,2022-06-17,511,2024-01-04,566,-1568059.7492233021,-55,0.7251484775857915,1
PROJ-1711,Site Phase 3 Development,COMMERCIAL,Apex Build,2280105,2454422.531186444,2024-04-21,345,2025-04-07,351,-174317.53118644422,-6,0.9289781897894407,1
PROJ-1712,Site Phase 3 Development,RESIDENTIAL,Apex Build,1777987,1729311.084973383,2022-02-12,311,2023-01-04,326,48675.915026617,-15,1.0281475759044048,0
PROJ-1713,Site Phase 5 Development,INFRASTRUCTURE,Apex Build,4126402,5693992.346245307,2023-07-10,482,2025-01-12,552,-1567590.3462453065,-70,0.7246939843045282,1
PROJ-1714,Site Phase 3 Development,COMMERCIAL,Delta Partners,4475520,4711807.850549744,2022-10-12,315,2023-09-02,325,-236287.85054974444,-10,0.9498519765566892,1
PROJ-1715,Site Phase 9 Development,COMMERCIAL,Apex Build,1673044,2048314.5526054923,2023-02-01,142,2023-07-10,159,-375270.5526054923,-17,0.8167905646483147,1
PROJ-1716,Site Phase 1 Development,COMMERCIAL,Apex Build,3126816,3031105.108596904,2022-01-12,517,2023-06-29,533,95710.8914030958,-16,1.0315762363804666,0
PROJ-1717,Site Phase 4 Development,RESIDENTIAL,Apex Build,6459756,8555441.99833447,2023-08-30,444,2025-04-25,604,-2095685.9983344693,-160,0.7550464372568423,1
PROJ-1718,Site Phase 4 Development,RESIDENTIAL,Apex Build,5735317,6993404.65972217,2022-10-29,431,2024-03-13,501,-1258087.6597221699,-70,0.82010369470424,1
PROJ-1719,Site Phase 1 Development,INFRASTRUCTURE,Summit Const,5845965,5840769.451957555,2024-06-16,453,2025-10-08,479,5195.548042445444,-26,1.0008895314367705,0
PROJ-1720,Site Phase 2 Development,COMMERCIAL,Vertex Infra,5532417,7905144.837262955,2022-09-10,369,2023-10-04,389,-2372727.8372629546,-20,0.6998501752835083,1
PROJ-1721,Site Phase 1 Development,INFRASTRUCTURE,Vertex Infra,1798260,1843571.282600212,2023-05-14,170,2023-11-23,193,-45311.28260021191,-23,0.9754220067171453,1
PROJ-1722,Site Phase 6 Development,RESIDENTIAL,Delta Partners,1926420,2827281.9193408857,2024-01-24,291,2025-02-01,374,-900861.9193408857,-83,0.6813682027327149,1
PROJ-1723,Site Phase 3 Development,RESIDENTIAL,Summit Const,2852356,3309239.585330691,2022-02-04,247,2022-11-29,298,-456883.5853306912,-51,0.8619369877732697,1
PROJ-1724,Site Phase 7 Development,INFRASTRUCTURE,Apex Build,2587629,3053135.452398699,2023-12-28,209,2024-08-18,234,-465506.4523986988,-25,0.8475316736985995,1
PROJ-1725,Site Phase 5 Development,RESIDENTIAL,Apex Build,1447440,2159529.862096833,2024-04-28,148,2024-10-07,162,-712089.8620968331,-14,0.6702569968606884,1
PROJ-1726,Site Phase 9 Development,RESIDENTIAL,Apex Build,2672768,2716436.9157006205,2022-03-31,304,2023-02-09,315,-43668.915700620506,-11,0.9839241929572448,1
PROJ-1727,Site Phase 7 Development,INFRASTRUCTURE,Apex Build,1723197,3008995.999771009,2024-02-15,217,2024-11-15,274,-1285798.9997710092,-57,0.5726817184639458,1
PROJ-1728,Site Phase 4 Development,COMMERCIAL,Delta Partners,3347535,4118778.405485158,2023-08-28,313,2024-09-15,384,-771243.4054851579,-71,0.8127494782292587,1
PROJ-1729,Site Phase 5 Development,INFRASTRUCTURE,Apex Build,3397498,4723152.418028744,2024-07-10,298,2025-06-01,326,-1325654.418028744,-28,0.7193284694839428,1
PROJ-1730,Site Phase 5 Development,INFRASTRUCTURE,Delta Partners,6503571,7963391.804836037,2024-08-27,459,2025-12-19,479,-1459820.8048360366,-20,0.8166835387969343,1
PROJ-1731,Site Phase 5 Development,COMMERCIAL,Summit Const,2284188,3216217.589480398,2023-08-25,204,2024-03-26,214,-932029.5894803982,-10,0.7102094110395765,1
PROJ-1732,Site Phase 9 Development,RESIDENTIAL,Vertex Infra,3114100,5657822.789601775,2023-02-22,298,2024-05-27,460,-2543722.789601775,-162,0.5504060688721545,1
PROJ-1733,Site Phase 3 Development,RESIDENTIAL,Apex Build,1439425,2071717.033069548,2022-04-25,103,2022-08-30,127,-632292.033069548,-24,0.6947980718521602,1
PROJ-1735,Site Phase 8 Development,COMMERCIAL,Apex Build,1402746,1945650.8055484265,2024-06-21,129,2024-12-20,182,-542904.8055484265,-53,0.7209649316309891,1
PROJ-1736,Site Phase 9 Development,RESIDENTIAL,Apex Build,3532067,5135632.757994499,2022-07-15,539,2024-02-12,577,-1603565.757994499,-38,0.6877569262525105,1
PROJ-1737,Site Phase 7 Development,INFRASTRUCTURE,Delta Partners,1959912,2251491.132261608,2024-04-05,326,2025-03-23,352,-291579.1322616078,-26,0.8704951007429825,1
PROJ-1738,Site Phase 3 Development,COMMERCIAL,Apex Build,4949860,5506513.059106342,2023-05-16,370,2024-05-29,379,-556653.0591063416,-9,0.8989100628417139,1
PROJ-1739,Site Phase 1 Development,COMMERCIAL,Vertex Infra,3082688,4429957.868301903,2023-09-18,448,2025-02-02,503,-1347269.868301903,-55,0.6958729838172615,1
PROJ-1740,Site Phase 4 Development,RESIDENTIAL,Apex Build,3421710,4719127.936322954,2023-05-08,290,2024-05-16,374,-1297417.9363229536,-84,0.725072523180231,1
PROJ-1741,Site Phase 6 Development,RESIDENTIAL,Apex Build,3211310,5117966.499015407,2022-03-16,335,2023-04-08,388,-1906656.4990154067,-53,0.6274581907907743,1
PROJ-1742,Site Phase 3 Development,RESIDENTIAL,Apex Build,4999274,7069902.848172189,2023-02-17,367,2024-04-01,409,-2070628.8481721887,-42,0.707120607929214,1
PROJ-1743,Site Phase 1 Development,INFRASTRUCTURE,Apex Build,4351320,5360879.54217221,2023-01-11,324,2023-12-10,333,-1009559.5421722103,-9,0.8116802412308746,1
PROJ-1744,Site Phase 6 Development,COMMERCIAL,Vertex Infra,1064571,3928090.48355274,2023-02-24,93,2023-11-07,256,-2863519.48355274,-163,0.27101488737529145,1
PROJ-1745,Site Phase 1 Development,COMMERCIAL,Apex Build,1784835,2146486.1526986584,2023-12-30,243,2024-11-10,316,-361651.1526986584,-73,0.8315147981532635,1
PROJ-1746,Site Phase 9 Development,COMMERCIAL,Delta Partners,2694825,2865668.323205134,2022-10-04,531,2024-04-05,549,-170843.3232051339,-18,0.9403827296335353,1
PROJ-1747,Site Phase 1 Development,RESIDENTIAL,Delta Partners,1716664,5008665.785717361,2024-01-31,118,2024-11-30,304,-3292001.7857173607,-186,0.34273877983538337,1
PROJ-1748,Site Phase 6 Development,COMMERCIAL,Delta Partners,2153646,2833096.7562373774,2023-11-07,198,2024-07-21,257,-679450.7562373774,-59,0.7601738257821619,1
PROJ-1749,Site Phase 1 Development,COMMERCIAL,Apex Build,2203795,3492660.9866694584,2023-01-29,187,2023-09-19,233,-1288865.9866694584,-46,0.6309787890697921,1
PROJ-1750,Site Phase 7 Development,COMMERCIAL,Apex Build,3016288,5018276.6676454,2024-05-18,304,2025-05-25,372,-2001988.6676454004,-68,0.6010605233161161,1
PROJ-1751,Site Phase 3 Development,RESIDENTIAL,Apex Build,5000380,6913423.33160025,2023-04-02,382,2024-07-20,475,-1913043.3316002497,-93,0.7232856661827711,1
PROJ-1752,Site Phase 6 Development,RESIDENTIAL,Apex Build,1202120,1695797.8515525807,2024-07-08,164,2025-02-09,216,-493677.8515525807,-52,0.708881662339296,1
PROJ-1754,Site Phase 1 Development,COMMERCIAL,Delta Partners,1621970,2006469.3081331511,2024-01-09,235,2024-09-24,259,-384499.30813315115,-24,0.808370202038677,1
PROJ-1756,Site Phase 5 Development,COMMERCIAL,Delta Partners,5221490,5774174.052366354,2022-04-09,430,2023-06-25,442,-552684.0523663536,-12,0.9042834442893432,1
PROJ-1758,Site Phase 9 Development,RESIDENTIAL,Apex Build,2287300,2952784.5621366627,2024-09-04,445,2026-01-02,485,-665484.5621366627,-40,0.7746247488996922,1
PROJ-1759,Site Phase 1 Development,COMMERCIAL,Delta Partners,882570,1382870.9601539066,2024-09-25,130,2025-03-03,159,-500300.9601539066,-29,0.6382157304841909,1
PROJ-1760,Site Phase 4 Development,RESIDENTIAL,Apex Build,2563176,3694431.944787948,2022-04-06,511,2023-10-22,564,-1131255.944787948,-53,0.6937943473599757,1
PROJ-1761,Site Phase 8 Development,COMMERCIAL,Delta Partners,672072,1538952.8062022207,2023-10-26,123,2024-07-15,263,-866880.8062022207,-140,0.43670734884880463,1
PROJ-1762,Site Phase 9 Development,COMMERCIAL,Summit Const,1003926,1343362.7572578928,2023-10-25,106,2024-02-29,127,-339436.75725789275,-21,0.7473230849791013,1
PROJ-1763,Site Phase 3 Development,RESIDENTIAL,Apex Build,1734058,2440950.7685226616,2022-07-09,254,2023-04-05,270,-706892.7685226616,-16,0.7104026932298619,1
PROJ-1764,Site Phase 2 Development,RESIDENTIAL,Summit Const,3318062,3885511.630614341,2024-01-06,242,2024-09-24,262,-567449.6306143408,-20,0.8539575519107065,1
PROJ-1765,Site Phase 4 Development,RESIDENTIAL,Apex Build,5116452,8113668.273459115,2022-02-06,467,2023-08-31,571,-2997216.273459115,-104,0.6305966460000088,1
PROJ-1766,Site Phase 2 Development,COMMERCIAL,Vertex Infra,839685,1597150.18693706,2024-02-19,165,2024-10-05,229,-757465.18693706,-64,0.5257395371253775,1
PROJ-1767,Site Phase 1 Development,COMMERCIAL,Delta Partners,1727440,2461624.315507067,2023-01-04,176,2023-07-30,207,-734184.3155070669,-31,0.7017480243097806,1
PROJ-1768,Site Phase 3 Development,RESIDENTIAL,Vertex Infra,1617306,2973193.0592339323,2023-11-26,206,2024-09-19,298,-1355887.0592339323,-92,0.5439626582529129,1
PROJ-1769,Site Phase 7 Development,INFRASTRUCTURE,Vertex Infra,3537193,5659602.5664797975,2023-06-09,451,2024-12-14,554,-2122409.5664797975,-103,0.6249896452004915,1
PROJ-1770,Site Phase 1 Development,INFRASTRUCTURE,Apex Build,6084427,9652396.391018003,2022-10-06,431,2024-03-06,517,-3567969.391018003,-86,0.6303540337052297,1
PROJ-1771,Site Phase 2 Development,INFRASTRUCTURE,Summit Const,1338988,3078506.332484041,2022-08-05,116,2023-04-05,243,-1739518.3324840409,-127,0.43494729436517776,1
PROJ-1772,Site Phase 1 Development,RESIDENTIAL,Apex Build,4382202,4318653.315254197,2024-05-16,402,2025-07-18,428,63548.684745802544,-26,1.014714930814506,0
PROJ-1773,Site Phase 8 Development,RESIDENTIAL,Apex Build,2244344,2898031.381594167,2024-05-22,376,2025-08-06,441,-653687.3815941671,-65,0.77443743855024,1
PROJ-1774,Site Phase 5 Development,COMMERCIAL,Apex Build,1358962,1952221.6251273996,2024-03-08,223,2024-11-22,259,-593259.6251273996,-36,0.6961105145586715,1
PROJ-1775,Site Phase 8 Development,RESIDENTIAL,Vertex Infra,3426192,5031612.435976533,2022-09-30,308,2023-11-06,402,-1605420.4359765332,-94,0.6809332085083469,1
PROJ-1776,Site Phase 3 Development,RESIDENTIAL,Apex Build,3173179,5240095.995941612,2024-05-30,257,2025-04-28,333,-2066916.995941612,-76,0.6055574177376878,1
PROJ-1777,Site Phase 7 Development,RESIDENTIAL,Summit Const,1532465,2368647.115272424,2022-03-03,187,2022-11-26,268,-836182.1152724242,-81,0.6469790244899977,1
PROJ-1778,Site Phase 8 Development,RESIDENTIAL,Apex Build,2286228,3196380.803324192,2023-08-19,357,2024-10-02,410,-910152.8033241918,-53,0.715255202891456,1
PROJ-1779,Site Phase 6 Development,RESIDENTIAL,Summit Const,3892440,4186200.9609473143,2024-05-29,326,2025-05-17,353,-293760.9609473143,-27,0.9298263595828812,1
PROJ-1780,Site Phase 7 Development,COMMERCIAL,Summit Const,3697420,5245926.7177146105,2023-12-30,398,2025-03-17,443,-1548506.7177146105,-45,0.7048173180754577,1
PROJ-1781,Site Phase 2 Development,COMMERCIAL,Apex Build,4338306,7152939.484642784,2022-12-08,483,2024-10-17,679,-2814633.484642784,-196,0.6065067388469111,1
PROJ-1782,Site Phase 8 Development,COMMERCIAL,Summit Const,2765410,4177697.6751691,2023-02-01,262,2024-03-02,395,-1412287.6751691,-133,0.6619459364991185,1
PROJ-1783,Site Phase 5 Development,RESIDENTIAL,Delta Partners,6347460,6679809.1746774325,2023-11-30,490,2025-04-06,493,-332349.1746774325,-3,0.9502457082251183,1
PROJ-1784,Site Phase 7 Development,COMMERCIAL,Delta Partners,4846787,6386696.187705476,2022-01-19,499,2023-06-19,516,-1539909.1877054758,-17,0.7588879848911816,1
PROJ-1785,Site Phase 1 Development,RESIDENTIAL,Delta Partners,2257668,2742915.166047494,2022-06-26,279,2023-04-19,297,-485247.1660474939,-18,0.8230907131018824,1
PROJ-1786,Site Phase 5 Development,RESIDENTIAL,Apex Build,1932549,2557379.22681458,2023-09-04,211,2024-06-07,277,-624830.2268145801,-66,0.7556755680725318,1
PROJ-1787,Site Phase 1 Development,COMMERCIAL,Summit Const,1526580,3489091.7422088664,2023-01-31,135,2023-09-11,223,-1962511.7422088664,-88,0.4375293379455698,1
PROJ-1788,Site Phase 8 Development,RESIDENTIAL,Apex Build,1909134,2651925.1847697487,2023-03-21,153,2023-09-06,169,-742791.1847697487,-16,0.7199049245296711,1
PROJ-1789,Site Phase 4 Development,RESIDENTIAL,Apex Build,2951244,4830169.370429818,2022-08-21,219,2023-05-08,260,-1878925.3704298176,-41,0.6110021768734334,1
PROJ-1790,Site Phase 4 Development,RESIDENTIAL,Apex Build,3963267,5453032.183436597,2024-07-03,399,2025-11-08,493,-1489765.1834365968,-94,0.7268005884942861,1
PROJ-1791,Site Phase 2 Development,COMMERCIAL,Apex Build,4486552,5894070.601225269,2022-03-17,452,2023-08-21,522,-1407518.601225269,-70,0.7611975328336461,1
PROJ-1792,Site Phase 5 Development,COMMERCIAL,Delta Partners,4054878,6187626.73953714,2022-09-22,282,2023-08-07,319,-2132748.7395371404,-37,0.6553203951509398,1
PROJ-1793,Site Phase 1 Development,COMMERCIAL,Summit Const,3551724,4619020.90848438,2023-03-31,396,2024-06-16,443,-1067296.9084843798,-47,0.7689343846606255,1
PROJ-1794,Site Phase 9 Development,COMMERCIAL,Apex Build,2150550,3195276.245332582,2024-03-06,270,2025-01-20,320,-1044726.2453325819,-50,0.6730403992898457,1
PROJ-1795,Site Phase 5 Development,RESIDENTIAL,Apex Build,3550539,3863088.207166931,2023-12-19,381,2025-01-26,404,-312549.2071669311,-23,0.919093432402843,1
PROJ-1797,Site Phase 2 Development,INFRASTRUCTURE,Vertex Infra,4492068,5042096.856137681,2023-01-19,371,2024-03-27,433,-550028.8561376808,-62,0.8909126754540351,1
PROJ-1798,Site Phase 1 Development,RESIDENTIAL,Vertex Infra,1668638,3233788.260356317,2023-07-18,118,2024-03-02,228,-1565150.2603563168,-110,0.5160010073807801,1
PROJ-1799,Site Phase 4 Development,RESIDENTIAL,Summit Const,2127482,2406745.6617670646,2024-04-30,238,2025-02-23,299,-279263.6617670646,-61,0.8839662760368183,1
PROJ-1800,Site Phase 7 Development,COMMERCIAL,Delta Partners,1795664,2013163.8837519372,2023-05-21,356,2024-07-28,434,-217499.8837519372,-78,0.8919611634664426,1
PROJ-1801,Site Phase 6 Development,INFRASTRUCTURE,Delta Partners,2621850,3754290.612913225,2023-01-02,385,2024-02-03,397,-1132440.6129132248,-12,0.6983609609181314,1
PROJ-1802,Site Phase 1 Development,RESIDENTIAL,Delta Partners,956600,1357832.3036136394,2022-05-24,100,2022-10-10,139,-401232.30361363944,-39,0.7045052599309738,1
PROJ-1803,Site Phase 1 Development,COMMERCIAL,Summit Const,3547313,4593564.567908096,2024-06-03,253,2025-02-24,266,-1046251.5679080961,-13,0.7722353626598618,1
PROJ-1804,Site Phase 8 Development,COMMERCIAL,Summit Const,1395618,2014806.15000022,2022-03-10,202,2022-10-17,221,-619188.1500002199,-19,0.6926810303809364,1
PROJ-1805,Site Phase 4 Development,COMMERCIAL,Vertex Infra,3136464,4527837.475260551,2022-04-09,276,2023-03-14,339,-1391373.475260551,-63,0.6927068423142804,1
PROJ-1806,Site Phase 5 Development,RESIDENTIAL,Apex Build,2911104,4575297.63263717,2023-01-31,384,2024-10-10,618,-1664193.6326371701,-234,0.6362654921581702,1
PROJ-1807,Site Phase 7 Development,RESIDENTIAL,Apex Build,1826811,2402714.27769498,2022-01-25,321,2022-12-25,334,-575903.2776949801,-13,0.7603113765788801,1
PROJ-1808,Site Phase 8 Development,INFRASTRUCTURE,Apex Build,1874196,2541106.563724162,2024-08-05,316,2025-07-28,357,-666910.563724162,-41,0.7375511231033303,1
PROJ-1809,Site Phase 7 Development,RESIDENTIAL,Apex Build,5151090,7940862.161359331,2024-06-09,399,2025-10-08,486,-2789772.1613593306,-87,0.6486814523825241,1
PROJ-1811,Site Phase 4 Development,INFRASTRUCTURE,Apex Build,1210464,2239689.5568727646,2023-04-29,144,2023-11-07,192,-1029225.5568727646,-48,0.5404606170911238,1
PROJ-1812,Site Phase 1 Development,COMMERCIAL,Apex Build,2667800,4147585.837588194,2023-07-19,200,2024-04-06,262,-1479785.8375881938,-62,0.6432175497906792,1
PROJ-1814,Site Phase 3 Development,INFRASTRUCTURE,Vertex Infra,2114185,2789132.89725683,2022-05-24,335,2023-05-20,361,-674947.8972568298,-26,0.7580079823658976,1
PROJ-1815,Site Phase 3 Development,COMMERCIAL,Summit Const,6721605,6698090.887172684,2023-07-23,495,2025-01-01,528,23514.112827315927,-33,1.0035105693881143,0
PROJ-1816,Site Phase 9 Development,RESIDENTIAL,Apex Build,1283118,2595809.2892176174,2022-02-08,158,2022-10-03,237,-1312691.2892176174,-79,0.4943036475482891,1
PROJ-1817,Site Phase 3 Development,COMMERCIAL,Summit Const,2756073,3001158.5446859896,2022-04-19,401,2023-07-18,455,-245085.54468598962,-54,0.9183363554318211,1
PROJ-1818,Site Phase 8 Development,COMMERCIAL,Vertex Infra,5332446,5808382.169869688,2023-11-24,378,2024-12-15,387,-475936.16986968834,-9,0.9180604588419556,1
PROJ-1819,Site Phase 2 Development,RESIDENTIAL,Apex Build,3993759,6317299.747477047,2022-02-11,339,2023-03-28,410,-2323540.747477047,-71,0.6321940005450898,1
PROJ-1820,Site Phase 3 Development,RESIDENTIAL,Delta Partners,1093500,1436560.6749661393,2022-07-05,125,2022-11-19,137,-343060.67496613925,-12,0.7611930488252956,1
PROJ-1821,Site Phase 2 Development,RESIDENTIAL,Delta Partners,1730856,2332526.6500615687,2024-07-23,328,2025-08-30,403,-601670.6500615687,-75,0.7420519718196201,1
PROJ-1822,Site Phase 1 Development,RESIDENTIAL,Vertex Infra,1625583,1933593.4032690057,2023-02-02,237,2023-10-08,248,-308010.4032690057,-11,0.8407057022700472,1
PROJ-1823,Site Phase 2 Development,COMMERCIAL,Delta Partners,3453564,6817713.888172057,2022-08-11,316,2023-11-24,470,-3364149.8881720575,-154,0.5065574849058323,1
